Review,Rating
本片中的亚洲元素混搭非常不伦不类，有一幕男主跳伞降落到了中国，一种亚洲面孔有的说普通话、有的说粤语、有的说韩语，乱七八糟，估计是蒂姆·波顿不了解亚洲国家而造成的失误吧,3
最浓郁的亲情，最浪漫的爱情，最奇幻的冒险。,4
很美丽的电影,5
对不起我真的从小没什么父爱,1
终于也活到了这个承上启下的年纪，是时候重温一下《Big Fish》。“A man tells his stories so many times that he becomes the stories. 一个人不停述说自己的故事，让他自己也成了故事本身。”《Life of Pi》里一个故事的不同版本，Tim Burton十年前就讲过了。,5
这片子想要讲的东西完全与我个人的价值观不符，不多解释。,1
你跟我说的那些奇妙的故事原来都是真的，而且你的感受我也感受得到。,5
"把自己平凡的一生讲成童话故事给下一代听。

儿子出生时用婚戒钓大鱼。
父亲出生，像子弹被射出来。
女巫预知死亡。
和巨人一起出发。
来到丛林，进入丰都镇，遇见诗人诺德。
离开梦中仙境，进入马戏团。
征服狗狗变成的马戏团团长。
用黄水仙追求女神，打败不自信的情敌。
入伍，做任务遇见双生女。
逃亡回国结婚生子。
做生意发财，存钱遇见抢银行的诗人诺德。诺德前往华尔街，送给父亲钱买房子。
父亲重回丰都镇（梦中仙境），珍妮爱上父亲被拒绝。

儿子去了一趟丰都镇，理解了父亲。
父亲入院，临死前问儿子自己是怎么死的。
儿子为他补完了结局：你变成了一条大鱼。",5
结尾是画龙点睛之笔啊……那些人物全都聚集在河边的那一幕，像极了Finding Neverland里他们给Kate Winslet创造的Neverland，一样地既真实又虚幻，但同样感人。其实他都是把生命中遇到的人加以加工而已，谁又不希望自己的生活是场活泼生动的冒险呢？,4
“没有人是逃避着走向人生的终点的”。父亲就如同那条大鱼，向往最热切的自由和对生活的企盼，终其一生都在不断追逐，而那些光怪陆离的故事，真亦好，假亦好，已成为儿孙们人生道路中必不可缺的精神财富。“最终，他也成为了故事本身，成为了不朽”。,4
等我能最大程度的写好我内心的真实感受的时候，再来补这篇影评吧,5
他给机器起名“克里斯托弗”，因为这是他初恋的名字；他同意接受化学阉割，因为这样政府才不会把它带走：这大概是今年大银幕上最含蓄和悲伤的一段同性恋情了。全世界的恐同者都该知道，他们用来敲出每个仇恨字眼的电脑在很多年前曾有一个名字——“克里斯托弗”。,5
借用一个木心的句式：别再提图灵了吧，他的死，使我们感到大家都是对不起他的。天才总天真、坦荡、毫不设防地迎向这个庸人占领的世界，一腔热诚付与世界。世界待他们，往往却是一盆脏水兜头浇下。有人说：人类社会进步得还是太慢了。嗯，或许吧。人类社会大约是进步了，但人性从未进步过。,5
太惨了，做人怎么能这么惨，惨得我和女士看完电影坐在椅子上一边擦眼泪一边思考了五分钟人生，上一次哭成狗的lgbt电影还是断背山。现在终于感觉，一个很厉害的人过得很惨，比一个很惨的正常人丧多了。,5
看完之后才理解为什么学校的数学楼叫alan turing building，为什么工程学院的咖啡馆叫enigma cafe,4
1最佳soul mate是去掉性吸引力 你仍是完美伴侣  2唯一爱你的方式，是建造一部解决人类所有问题的机器，冠以你名。 卷福又上升了一个新高度，演绎淋漓尽致  结巴天才四星半,4
“无人所念之人，方能成就无人感想之事” 工整却依然好看。“我们用自己的方式爱着对方，我们能一起过我们想要的生活，你成不了完美丈夫，我也不想做什么完美的妻子，我不会整天给你做羊排，等你从办公室下班回家…我们享受互相的陪伴，我们享受互相的思想，因为我在乎你。我们彼此相知，胜过任何人”,5
重度虐伤。我承受不了图灵所承受的这种委屈，這個世界亏欠他太多太多。,5
天才之觞。Alan Turing的这台baby computer如今安静地站在曼城的科学工业博物馆一角，看电影之前我刚去看了它。机器不能思考，但天才倾注于它的所有心血和情感，也许是他孤独短暂的一生唯一可宝贵的珍藏。,4
再被图灵的守护感动前竟然先被KK感动了，“那又如何？我们和一般人不一样，我们用自己的方式爱着对方”,4
这个世界由阳光、空气、偏见组成。我们歧视不同种族的人，我们歧视不同信仰的人，我们歧视不同性向的人，我们歧视任何观念与我们不合的人，我们甚歧视仅仅是出生地不同的人。如果技术进步可以忽略不计，这个世界千万年来没任何改变。偏见是人类心灵的巨大鸿沟，原因再简单不过，仅仅是我们都渺小的相似,5
真的很好看…最后简单冷静的几行叙述文字本来我有一种欣慰的感动但准备会心一笑又觉得一种莫名的委屈，然后“噗哧”一声我就哭了出来…真的是五味陈杂啊T~T and thank you for bringing Turing back,5
最后她去看望他，拥抱他。他孤独地站在那一排为之奉献一生并恩泽全人类的庞大机器面前说，I’m not alone，never have been。然后伸手抚摸那些柔软的冰冷。它是他的恋人。而谁记得，孤独的孩子，你是造物的恩宠。,4
在图灵这样一个传奇、天才的身上，只能说我想看到的比这部电影说得要多得多：它说的是一个智商超高的人的故事和悲剧，却把观众的智力水平放到了最低的位置… 许多如同琼瑶剧一般的矛盾制造把我是看呆了。当然各方面都太讨好奥斯卡了，英国演员、欧洲导演，配乐，摄影。领奖标配。,3
电影院看的时候哭成狗，图灵一边颤抖一边哽咽着说“我不能进监狱，他们会把我的christopher抢走，他们会再一次抢走他！”，看到这里我已经哭的泪流满面，一个英雄，他拯救了整个世界，但是看看这个世界给他的回报是什么！！,5
看完图灵隐形眼镜都哭掉了，倒不是benny演的有多好，说实话还是没有突破自己固有的银幕形象，能入围的话就已经很不错了。但图灵的一生真的很有泪点，影片结束能听到后排抽泣的声音， 因为真实存在过，所以让人心更为他疼。,4
抱着又一部《万物理论》的低期待走进影院，结果当然是比预想的要好，毕竟要比《万物理论》还差还能提名奥斯卡也不太可能了吧。马脸前半段一直在演夏洛克，后半段才入戏，就这样也足够完爆雀斑。AD配乐煽啊煽。撑同志反歧视的主题被放在哪么中心的位置还挺惊喜。,4
#TIFF2014##同性恋合法的起源，伟大的图灵#有着厚重历史背景的个人故事，破解Enigma的传奇被精彩呈现，节奏紧张三条时间线反复穿插，幼年图灵出彩，马修古迪美颜抢镜，电影没有犯下任何错误让我有一瞬间以为是奥斯卡热门，还是找到了瑕疵：请不要把BC跑步时候的脸给特写镜头！屏幕再大也装不下！,5
故事本身便动人、跌宕起伏，看得难过。看到木心谈图灵的一句话，已经贴切地说出我所想的，“别再提图灵了吧，他的死，使我们感到大家都是对不起他的。天才总天真、坦荡、毫不设防地迎向这个庸人占领的世界，一腔热诚付与世界，世界待他们，往往却是一盆脏水兜头浇下。”,4
"遗憾天才的陨落，也遗憾与小金人失之交臂。
可能，命运注定要两部史诗级人物传记相遇。
当图灵碰撞霍金。
他们都是为推动人类进步做出不可磨灭功绩的智者。你无法把他们摆在一个天秤上较量孰轻孰重。
许是粉丝滤镜吧，让我终究因为卷福更偏爱图灵。偏爱这个战火纷飞的年代里，压抑的，激情的故事。",4
"每年年底标准的颁奖季命题作文 典型的笑点泪点刚刚好based on a true story主角无限飚戏空间观众（和奥斯卡评委）要什么就给什么的韦斯坦恩式好莱坞商业片 it's not bad, but it just hasn't got any surprises",4
编剧的奥斯卡获奖感言：图灵从没有站在这样的舞台上接受褒奖的机会，而我却得到了。这是最不公平的事。我想和那些同样觉得自己是个怪胎、觉得自己不同，与周遭格格不入的人一起分享，是的，你是怪异是不同是格格不入，但请你保持怪异，请你与从不同，当下一次你站在聚光灯下，也请你把同样信息继续传递,5
什么片子配上Alexandre Desplat这种学院派的煽情配乐都能让你感动，更别提这片子还有讨人喜欢的腐国文艺片气质，还有男女主角优秀的表演和一群熟脸配戏，背后还隐藏着一个伟大的男同爱情故事。不过将图灵的一生编排进这样的颁奖季类型片，时代背景，无名英雄，天才与自闭，没什么惊喜。★★★,3
导演不造怎么继续就开始音乐抒情，剧本超烂，铺垫非常刻意，少年线完全没用好，卷福的演技真的称不上一流，不够投入也就不够迷人。但是，图灵本身的故事还是让人深为一叹的。,1
你看缺爷，你继霍金梵高福尔摩斯之后，又接了个高智商神经病，集齐七个就可以召唤神龙让自己变得不那么二缺（或是更二缺）了~听说这片打算冲击奥斯卡，那就坐等缺爷封帝，淡泊明志当然不是问题但是封帝也是件很美好的事啊，就可以叫你缺帝了不是。乳房发育，卧槽那画面太美我不敢看。,5
拍的太平庸了。本片的主题：德国人被任性害死了。我们英国人真厉害。我们破解了密码。我们击败了敌人。我们发现了间谍。我们真伟大。【英国人你们还记得剑桥五杰怎么拼嘛？马脸充满着“我就是一个天才”的气质，演技是很好，但剧本的刻画太单薄。即便如此，征战美帝没问题。美国人不是喜欢英国的文化嘛,3
现在这种精致的人物传记都大同小异。尤其是天才式的人物，他们大多呈现出同样的性格特质。不过过程中设置的层层障碍，让解谜成功的激动还是很振奋人心的。而影片最终还是把重心落在了同性这个话题上，一个伟大的天才，终究才是要毁在那个时代对同性的迫害上，确实非常可惜。BC表演确实不错，不过影帝难,3
看哭…英国人无权赦免图灵，他们应该乞求图灵的赦免,5
本质是爱情片  图灵这么拼都是为了初恋,4
BC是为这个角色而生的，聪明，孤独，神经质的天才。导演对于情节的安排和取舍很克制，没有为了夺人眼球而刻意强调Turing的同性恋，同性恋情节只是轻轻点过。错落有致地讲到了Turing生命中的所有其他维度：希尔伯特猜想，图灵机，Enigma，人工智能，对长跑的热爱。人物很丰满。,5
其实觉得三星半最适合。政治正确、节奏准确、分镜合格、叙述圆满，可还是少了一点什么我们称之为点睛之笔或泪点或精髓的地方，情绪一直悬在那里，未能宣泄。是不是如此憋屈而隐忍，是腐国所崇尚的高贵？,4
没特别期待也没大失望。人物脸谱化。故事简单化。好莱坞。高大全。然而若不是这电影我也不会了解那故事的细节和其他人物。卡司非常好。我觉得最喜欢的表演反倒是Matthew Goode和Mark Strong. Matthew Beard在那角色里都发挥不出来，可惜。,3
一定要打五星表示支持，丰满而感人。剧情编排很聪明，时间线打乱留足了悬念且增强了感情冲突，图灵的一生被完美诠释，这是对所有同志或仅是不同的人的献礼，伟大的人多是与众不同的。小男主隐忍的特写表演很好，BC也终于感动到我了，有奥卡相！唯独如今的电影都超宽屏要装下BC的长脸还真不容易！,5
又一部四平八稳安全着陆的冲奥电影。天才就这么被一群自以为是的庸才耽搁了...同样是传记类，《万物理论》就像可笑的过家家偶像剧....但说句真心话，卷福和kk的表现是意料之中的好，整体没什么太大的惊喜，相比之下，配乐真的是太抢耳了...,4
砸在牛顿头上的苹果，被图灵咬了一口，掉进乔布斯的手里。,3
我嚎啕大哭的原因是他拯救了这个世界，而这个世界却将他置于死地。,5
人类会扼杀他们所不能理解的天才。正是那些人们认为的无用之人，成就了没有人能成就的事。,5
图灵一生中挚爱的两件事：克里斯托弗和克里斯托弗。,5
一部未来的人显然不会想起，刚出影院的观众也讲不清楚的电影。,2
学校的电影节放映，比上映提前了2个月，好看的泪流满面。多希望图灵能看到今天世界因为他有多么的不同。,5
最恨精英主义的天才了，因为这总是对的，并且总让我想起自己这个人文主义者，总感觉他们都在技术的圈子里打转，偶尔扭曲了一下思想的笼子，动不动以为改变了世界就能够改变人类，可人性永远没变，这也是对的，并且还是真理。btw.不赞同同性恋就是不赞同人性，为什么永远有人那么瞎。,4
大开眼界！对我这个只玩过斗地主的电脑游戏盲来说，《头号玩家》的内容确是匪夷所思。年轻观众欢呼雀跃的无数“彩蛋”我常常无从辨识，一头雾水，但是观影体验仍然痛快、满足。比我小四岁的老导演斯皮尔伯格，如此旺盛的艺术想象力和娴熟才华，让人佩服不已。后半部渐显落套，也无可苛求。,4
走马观花的IP大赏，剧情人物基本不通，鸡汤也撒得不知所云。适合跟塑料姐妹们一起假嗨,3
9。我爱这部电影，就好像我的梦想是能进入马丁·斯科塞斯的《出租车司机》，看罗伯特德尼罗枪杀嫖客和鸡头，营救朱迪·福斯特。所以，我爱这部电影。,4
要哭了，每个友邻都是五星好评，而我羞愧地半路睡着了……就感觉故事蛮老套的，那些让人嗨的点，心里只是“哦”了一下。,3
7分 目前豆瓣9.2一片溢美 不外乎精准搔到了影迷们的嗨点 让观影量变现为成就感。新浪潮及新好莱坞以后，电影导演不同以往的一点是有了电影史意识，能够在他们的作品中有意识观照以往的电影，这部不过斯皮尔伯格的游戏之作，流行文化拼贴彩蛋集合，过于讨巧，究竟难以掩盖内涵的平庸和故事的老套,3
我知道这个电影很用心地抛了很多回忆梗，但是......完全不是我的回忆啊。它要抛出一个葫芦娃、黑猫警长和太阳之子一起打架，我就给五星了。,3
斯皮尔伯格把他对电影的梦想、热心、爱与情怀，浓缩到这部片子，通过极具年代感的经典电影和角色，又并茂高科技的现代游戏闯关，他拿手的、专注的、想诉说的都在这里给影迷情倾盆呈现，并在最后一句“谢谢你玩我的游戏”推向高潮，就像在银幕前看着他对我们说“谢谢你看我的电影”…泪奔,5
游戏宅和影迷的春药！还原《闪灵》那场戏看到要爆炸了！值得去电影院刷十遍！,5
全世界对抗马化腾！,3
电影还好，结尾不满意，绿洲应该毁掉吧！《闪灵》部分很精彩，但作为从小跳皮筋，看《情深深雨蒙蒙》，《男生女生》杂志长大的女孩子，想要真正get到《头号玩家》的high点，真的太难了...#二刷又在影院体会了一下：孤单是一个人的狂欢，狂欢是一群人的孤单，所以散场后还蛮百感交集的#,3
好想在有生之年玩一场全民大战马化腾,5
视听非常惊艳！甚至可能是今年最重要的代表电影潮流走向的作品，但整体而言全部毁在平庸套路的剧作上。关于VR如何在视听语言层面和思维层面影响电影，本片堪称迄今最佳例证。作为一部标准的青少年反乌托邦电影，迷影和大众文化的梗更多地带来的是令人厌恶的自恋，以及对反乌托邦主题的消解。,3
全场喊牛逼！没啥是斯皮尔伯格做不到的了，在一个商业片中把所有的特效情怀和爱结合得完整而彻底，让影迷乐迷游戏迷接二连三地高潮，即使都不是也能看得花枝乱颤，这样应该算是完美了吧。而最后也竟然默默抹了把眼泪…Reality is the only thing that is real.,5
公民凯恩串起了闪灵、鬼娃、高达、哥斯拉、亚基拉、街霸、铁巨人、金刚、龟波气功……，加上迪斯科音乐和各种游戏卡，简直是是一部全球世纪流行文化编年史。感谢撕皮儿剥壳，把我们这些大孩子一把拉回追看《回到未来》和《夺宝奇兵》的神奇年代，跟着逼真的特技和癫狂的想象去重温我们的“玫瑰花蕾“。,5
这片讲述了“绿洲五人组”寻找终极彩蛋之旅：第一关告诉你，有时退一步，就是海阔天空；第二关告诉你，人生很短暂，关键的一步一定要迈对；第三关告诉你，不以输赢论英雄，找到乐趣、享受人生；最终关告诉你，别沉迷，活在当下。片中各种游戏、动漫、影视彩蛋信息量太大，必须多刷！,5
艺谋凯歌可以看看你们想要成为的人是怎么还可以有想象力的，尤其是艺谋。,3
别人都说好看的电影，你不能说一般般，不然就是杠精,3
斯皮尔伯格就是那个头号玩家。,4
众里寻蛋千百度，玫瑰花蕾却在灯火阑珊处。“谢谢你玩我的游戏。”——谢谢你拍这样的电影。,4
太好看了，我们这一代人的文化真的全在里面了，2045年你们要是建不出这样的虚拟世界，新年钟声敲响的一刻我立马举枪自杀,5
其它都挺好。但是你拍了一部片，讲述了一个在游戏里找到挚友，搞到真爱，还一夜暴富成为人生赢家的故事，最后告诉我只有现实是唯一的真实，不觉得结论太苍白了吗？强行政治正确吧。,4
看完之后，完全没感觉到这个电影有140分钟……时间过得好快……,4
感叹的是斯匹堡把他那不变的童心和念旧情怀放置在如此具有时代感的科幻作品当中，看到最后甚至会为此动容。最牛逼的还是第二关，任何一个影迷都会臣服于那无与伦比的观影体验。,4
情怀＋真理，无限彩蛋组成了爱游戏，我只爱Rosebud和237。237的调侃，忍不住在电影院笑出声了。尤其是剧透党，简直笑CRY。,4
游戏迷燃爆，情怀党涕醉，二者之外娱乐度沁人心脾，情节人物什么的则皆不可深究。《闪灵》的设计最妙，夜店尬舞一段最美，但最难忘的却是那个图书馆管理员。,4
就像第一次玩俄罗斯方块，那个竖条降落的时候的感觉。我没办法给出更高的评价了。,5
恕我直言，比老斯会拍爆米花电影的人还没出生吧？玩梗玩的贼6，金刚、侏罗纪、异形、哥斯拉......闪灵那段更是惊艳到爆炸，惊喜一个接一个的来！还有能不能轻虐我们钢铁巨人啊，心疼死了～,5
堪比“黑客帝国”的虚拟与现实切换，但没有苦大仇深的哲学思考，而是带着娱乐至死的精神，把影视游戏各种流行文化致敬了个遍。和当初的E.T.一样，童心未泯的斯皮尔伯格不经意就开启了电影的未来。宅男宅女们，欢迎来到VR纪元！（最后还不忘勿沉迷的忠告，赞赞赞~）,5
斯皮尔伯格是世界上最伟大的导演，他早就无须用作品证明这点，但一不小心，这部电影又给大家证明了一次！我都不记得上次在电影里目不转睛的看完一部电影，对导演的想象力佩服的五体投地是什么时候了，无论是影迷和游戏迷都能从这部电影里看到满满的爱，无处不在的彩蛋又时刻在唤醒我们心底的这份爱。,5
希望豆瓣也出VR版吧，然后我们懒洋洋傻乎乎躺在精神病角落，在豆瓣电影top250撕逼，在无人问津的9点自说自话，阿尔法城说不定还有幽灵出没。小豆不能换钱，紫豆用户是传说，该电影无法访问是恶势力的封锁，大蛋和阿北是彩蛋。嗯，谢谢你，这些年玩过的豆瓣。,5
大导演的珍贵之处，在于可以任性的实现原本大家觉得不可能实现但又满心憧憬的东西，AKA造梦。斯皮尔伯格可以的，可爱度直逼李安了！,4
第二关《闪灵》剧情的引用，是斯皮尔伯格对已故老友斯坦利.库布里克最深沉感人的问候，整部电影出现的游戏和角色，是对游戏玩家最浪漫的情书。,5
每一分钟都是应接不暇的彩蛋，而且确定自己只看懂了一小部分。充分满足了影迷游戏迷科幻迷动漫迷。观影、电影、游戏三个空间的同一感太棒了。某个梗出来的时候简直惊喜得跺脚。现实的部分稍弱，但是不妨碍它妥妥的五星。,5
没解释男主角是谁之前，我一直以为是最终幻想里的克劳德。,4
好莱坞毕竟理想，美少女线下依然是美少女，所以你才能回到现实。在工厂里，我曾听到几个年轻的流水线工人认真讨论着“团队合作”，细一听，是在讲游戏。我想对越来越多人来说，游戏和网络才是“回到”的地方。比现实的关系更提供归属感，比现实的工作更满足效能需求，比现实的你更不像机器。,4
亚文化不分国界，死宅世界为家，高达跳出来的时候全场欢呼哈哈，这电影给人感觉就像自己以前做的混搭大梦成真了。各种梗和彩蛋眼花缭乱，倒也能弥补剧情的相对老套。尤其闪灵那段实在是太有趣了，而且不管看没看过的观众都有被照顾到。如果我打这个游戏，估计就在第二关无限循环了！,4
好吧老贼，这次算被你煽到了…,4
穿上触感战衣，得到的是一种幻觉还是感觉；带上AR眼镜，进入的是一款游戏还是一个世界？凋败的现实里人们沉浸绿洲，去破解一场谜题，比拼一次竞速，体会闪灵凶宅的战栗，感受舞池狂欢的绚烂。这里人人都能变身，处处都可穿越。唯有红白机前的小孩没改变，关于她的回忆不能穿越，一个叫初心一个叫遗憾。,4
原来这世上有那么多人热爱《闪灵》。有人选择在废墟里重寻宝藏，在记忆里游戏穿梭，有人借用它当ID，十年如一日。终有一天，泪眼相聚。,4
睡着了三次，所谓宅向的东西都是浮皮潦草的元素堆砌。我替环太2感到不值。媒体吹爆还要不要脸？,2
张曼玉比梁朝伟高，但他们站在一起那么协调。想来，是穿了高跟鞋的她，懂得委婉地低头的缘故。,5
"王家卫最强的,就是让人掉到一种情绪中去",4
隐忍的中年激情。＂我一开始只是想知道他们是怎么开始的，后来我发现原来一切都是在不知不觉中发生的。＂,4
"They are in the mood for love, but not in the time and place for it. 剧本很有意思，设置了一对在电影里没有任何镜头的偷情男女，却又无时不刻地提醒着周慕云和苏丽珍不要做爱，所以王家卫镜头里沉闷的男女，空荡的房间里充斥着一种不可得的情欲，极省略的叙事，舒缓优雅的大提琴曲配乐实在是太到",5
深夜，雨巷，慢镜头；暧昧，寡欢，语还休。与君淡如水，千杯亦不醉。,5
张曼玉最致命的武器便是她的各种旗袍。,4
最棒的故事不是大战七七四十九个回合，而是欲言又止。,5
谁先感到了寂寞，谁就输了。,4
这些年来我一直想问你，如果有多一张船票，你会不会跟他走？,4
“回去给我打个电话，你不用说话，响三下就好。”看这部时真的会觉得旗袍就是为张曼玉而生。,4
孙太太的暗示，何先生的摇头，同样的事情，总是对女性苛责过多。,5
张小姐小腿不错，梁先生发型不错。,4
一切都退去了，香港、1962年、那个陈旧的秘密…“如果多一张船票，你会不会和我一起走？”也许~也许~,5
好看。又闷骚又让人心痒痒的，最后那个无声的电话还真是让我有点心痛呢。。。而且听久了，感觉上海话和粤语混一起完全没有不和谐啊哈哈。顺便求张曼玉全部旗袍的相册（豆瓣一定有！,5
【從明天開始我不能再見你了。】【真的麼？】【是。】於是蘇麗珍伏在周慕雲的肩頭從未有過的傷心。,5
又观一遍，无法用言语形容。戈达尔（形式））+安东尼奥尼（疏离）+成濑（女性）。场景在时间线上“跳接”；戏中戏无缝接；慢镜头+配乐；正位镜头的平移自《随心所欲》；风华绝代的张曼玉；王家卫第一次这么正经，没有画外音旁白，日光下的镜头也是第一次吗。,5
整体上和《阿飞正传》太像了，无论是镜头语言，还是色彩搭配，亦或特定意象的运用。比如反复出现的时钟，次要人物不露正脸，镜头从角落里拍摄等等。这样的电影让观众觉得自己是在偷偷旁观他人的故事，神秘而又充满诡异的美感。王家卫很少可以渲染情感，什么戏都拍得异常冷静，这反而让人动容。,5
东方人讲出轨故事真心有调调啊，脑补一下类似的故事让伍迪艾伦来讲……,5
我一直想给它写段短评，但后来我知道，当你太爱某样东西的时候，言语是那么匮乏。,5
这样的parody电影，如今已经不可得.......梁家辉叫人吐血那场唱段戏，竟是众人乐得不支之下张哥哥一手编词、导演的，10几年后我才知情......,4
看不懂【东邪西毒】的时候就看【东成西就】。,4
梁家辉和刘嘉玲是亮点，特别是后者，我简直被惊艳了,4
张学友让梁朝伟杀他那段，笑翻了,5
看看这部片，你会明白什么叫无厘头,4
香港缺心眼儿喜剧之最，看100次笑100次～,5
“给我来两根烤香肠”“你不是正在吃吗”“我打包带走不行呀！”哈,4
从来不曾想起，永远不会忘记。,5
40几遍了吧,5
刘镇伟哪里比王家卫差？！,5
当年看得我笑至浑身酥软的一部好电影.,4
"向90年代的香港喜剧片儿致敬!多少年后,他们仍是挂在嘴边最活络气氛的谈资!",5
"我第一次看梁朝伟先生的电影就是这本片子 从那之后 我再也没办法爱上这个男人了~
你们毁了梁朝伟！！！！！也毁了我！！！！！我从此之后对忧郁的眼神再也没有爱了！！！！！！但是我还是好高兴啊！！！！！哈哈哈哈！！！！！",5
跟同学一起又看了一遍，最喜欢刘嘉玲,5
如果我一生只能看一部喜剧电影，那么，我要说，请给我《东成西就》！迄今为止，看过次数最多的影片~~,5
看《东成西就》时是初中时全班一起看的，那首歌神唱作具佳的“我爱你I LOVE YOU……”表白在班里风靡了两年直到毕业。无论怎么样，这样空前的阵容是永远不可能再出现了，而且……那个“真心人”已经永远缺席了。,5
张国荣：没想到你堂堂正正一个大男人，竟然用“猴子偷桃”这么下流的手法…刘嘉玲：这么大的东西从后面拿出来？！叶玉卿：我体内的蜈蚣用七块消化饼溶掉了…哈哈哈，真是又色又迷的笑点,5
看了20遍都不厌倦~~~,5
怕是短期內很難出現超越這部香港群星集體無釐頭的佳作了……,5
总听人说多么搞笑，说连东成西就你都没看过，你是80后么？然后我终于在2011年才看，我觉得如果是小学的时候看，效果肯定不同，心境变了，效果也变了。现在看来，除了哥哥风华绝代外，别的都没什么印象，是笑了，可是笑完忘了笑的是什么。,3
心情不好的时候就看这个吧.然后就扑街去了//,4
怎么感觉笑点那么低廉啊？！还是我笑点太高了,3
年轻时候做过的那些荒唐事 其实也没那么荒唐 年少轻狂 敢玩敢作而已,5
- 我哼 - 我也哼 我要笑疯了,5
让你乐翻天的闹剧,5
这片放在现在的贺岁档上映大概率是骂声一片：成堆的明星、没有逻辑的剧情、烂俗的梗、毫无笑点的包袱…现在烂片的标准配置这部电影占了个遍。真替现在的“贺岁烂片”鸣不平，或许它们可能只是生错了时代？,3
刘镇伟烂起来是真的烂,2
港片之经典！虽然我不喜欢喜剧片向来，但是真的没法不喜欢这部片子，哇哈哈哈,5
情意绵绵刀 眉来眼去剑 干柴烈火掌,5
经典,5
7分，分高的原因有三：1.大牌云集，有许多影帝影后参演，必须卖个面子。2.放在90年代的环境下确实是算有趣的，那个时代的人就好这口。倘若这电影放在现在上映，估计跟《东成西就2011》《大话西游3》一个下场，已经落后于时代了。3.没有多少人敢反抗豆瓣的权威，不敢打低分，我不喜欢一定是我看不懂，是我自己水平不够。比这好的国产电影多的是，何必让它进top250。/那三只小怪兽挺好玩的。,3
哈哈哈哈梁朝伟杀张学友内段真是经典,5
还是不喜欢。,2
【无敌老港片】,5
"除了一群明星, 其他一无是处!  居然被人捧的这么高!  还经典?,实在欣赏不了",1
看一次笑翻一次,4
很多人把这部剧吹上了天，我真的欣赏不来啊,2
其实当时是为了租东邪西毒，阴差阳错成了这本片子……,5
皮克斯第一部没有反派的动画也是其最大胆的作品。整部影片在给孩子看的低龄冒险故事之下，满是只有成年人才能体会到的源自生活的非凡想像力和创造力，核心记忆，个性小岛，抽象空间，造梦制片厂，潜意识监狱，遗忘深渊... 而一如既往的欢笑与感动更使之成功挤进皮克斯TOP之列。,5
果然想象力爆棚！最惊喜的倒不是五种情绪的互相作用，而是对影响性格与情感的个性之岛、核心记忆、抽象思维、造梦工厂影像化的呈现。记忆废墟的设定太催泪了，那些被遗忘的曾经和所有崩坏的岛屿，就是我们成长的代价。,5
不止是卖萌的画面和天马行空的想象力，看完电影后会重新审视自己的情绪，记忆，甚至梦境。BingBong消失的时候我哭得和Toy story3结尾时一样……,4
当有天我们会为快乐的回忆流下眼泪，那种笑中有泪的感觉就是长大啊。本质上只是一个儿童故事，但皮克斯的想象力让人叹为观止，尤其是构造出一个妙趣横生而又严谨有序的脑洞世界，看完后好想扒看每个人的脑内呀！！！,5
这几年看的最悲伤的一个动画，皮克斯回归神作，#戛纳电影节#放映时掌声雷动，一开始最讨厌sadness，看到最后却最明白她，原声Bundle of Joy太好听了，bingbang那一幕让我和隔壁的美国妹子哭成狗，悲伤是觉得如果我脑里也有数个小岛，有些岛应该早已毁掉也不会再修复。结尾小彩蛋太棒。,5
全片我大概50多次情不自禁的 “哇”， 甚至看到热泪盈眶。皮克斯的人都是从另一个世界里走出来的，太有创意了。结尾彩蛋，终于知道喵星人为什么都是蛇精病了，哈哈,5
那时你第一次明白人生不只由欢乐主导，第一次了解万物皆有反面，第一次忘却曾经觉得重要的记忆，第一次在无知无觉中送走曾经无比重要的成长点滴。第一次接受残缺，第一次懂得如何抱着怎么都会有的不完美继续小心翼翼走下去。令人赞叹的主题，毫不拖沓的情节推进，永不让人失望的皮克斯。,5
为嘛我觉得不怎么好看，有点无聊,3
不怕货比货，就怕片比片。皮克斯再一次证明了动画片是可以给所有年龄段看的。以为皮克斯被迪斯尼收购后，它的想象力和创造力就再也回不去了，看来这次我被狠狠的打了一记耳光。脑洞无限大，有创意有逻辑，有欢笑有温情，所有都拿捏的恰到好处，被这样的动画片感动到流泪，一点都不丢脸。👼🏻,5
好看，想不到一个动画片竟然看得我老泪纵横，从头到尾多处泪点。并不是说有多悲，而是从心底的感动。它会唤起你诸多的回忆，那些亲情与爱，难忘（或已经忘记的）回忆瞬间，一切都是这么真实又细腻，又是在这么一个充满想象力的故事基础上呈现。最终仍是成长与告别。真是服气。,4
愿我们都不用长大 每一座城堡都能永远存在,5
皮克斯疲软数年后的爆发，很成功的作品。剧作的精妙之处在于天马行空的同时又有心理学的现实基础，奇妙并严谨地影像化了情感，个性，记忆以及认知。金句无数，越想越有意思。这才是皮克斯应有的水准。,5
简直不得不佩服这把各种情绪拟人化的想象力，超乎想象的完美诠释！各种情节人物关系的转变，到成长后懂得的复合情感，简直连最后猫狗的头脑都描绘得太形象，那个曾经第一的Pixar终于回来了。,5
2015年度最佳！故事、创意、细节、情怀…皮克斯无一不落的回归顶峰，笑中带泪。人最可怕的时候其实正是情绪失去主导、变得麻木之时…快乐有时并非最重要的，必要的悲痛反而更成就人生，一次忧伤一次成长。每个人脑中都有一个情绪主推手，让我们在千变万化的生活里适应新环境、陪伴每个人、过好每一天。,5
